id,label,obsolete,ordering
"eventDocumentCategory","eventDocumentCategory","0","0"
"eventWorkflowCategory","eventWorkflowCategory","0","10"
"NuxeoAuthentication","NuxeoAuthentication","0","20"
"eventLifeCycleCategory","eventLifeCycleCategory","0","30"
