id, label, obsolete
"A0","label.directories.archive.format0","0"
"A1","label.directories.archive.format1","0"
"A2","label.directories.archive.format2","0"
"A3","label.directories.archive.format3","0"
"A4","label.directories.archive.format4","0"

